neighbourhood,crime_type,year,population,crime_count,crime_rate
Toronto,Theft Over,2018,3431929,1230,35.83990228236073
Toronto,Theft Over,2019,2987098,1371,45.8973893725616
Toronto,Theft Over,2020,3042042,1212,39.84165899090151
Trinity-Bellwoods,Assault,2014,17337,118,680.6252
Trinity-Bellwoods,Assault,2015,17259,115,666.319
Trinity-Bellwoods,Assault,2016,17223,130,754.8046
Trinity-Bellwoods,Assault,2017,17480,136,778.0319999999999
Trinity-Bellwoods,Assault,2018,17752,126,709.7792
Trinity-Bellwoods,Assault,2019,18014,117,649.4948
Trinity-Bellwoods,Assault,2020,18270,105,574.7126
Trinity-Bellwoods,Auto Theft,2014,17337,13,74.98414
Trinity-Bellwoods,Auto Theft,2015,17259,17,98.49934
Trinity-Bellwoods,Auto Theft,2016,17223,21,121.93
Trinity-Bellwoods,Auto Theft,2017,17480,16,91.53318
Trinity-Bellwoods,Auto Theft,2018,17752,18,101.397
Trinity-Bellwoods,Auto Theft,2019,18014,24,133.2297
Trinity-Bellwoods,Auto Theft,2020,18270,13,71.1549
Trinity-Bellwoods,Burglary,2014,17337,67,386.4567
Trinity-Bellwoods,Burglary,2015,17259,55,318.6743
Trinity-Bellwoods,Burglary,2016,17223,46,267.0847
Trinity-Bellwoods,Burglary,2017,17480,69,394.7368
Trinity-Bellwoods,Burglary,2018,17752,63,354.8896
Trinity-Bellwoods,Burglary,2019,18014,110,610.6362
Trinity-Bellwoods,Burglary,2020,18270,86,470.717
Trinity-Bellwoods,Homicide,2014,17337,0,0.0
Trinity-Bellwoods,Homicide,2015,17259,0,0.0
Trinity-Bellwoods,Homicide,2016,17223,1,5.80619
Trinity-Bellwoods,Homicide,2017,17480,0,0.0
Trinity-Bellwoods,Homicide,2018,17752,0,0.0
Trinity-Bellwoods,Homicide,2019,18014,0,0.0
Trinity-Bellwoods,Homicide,2020,18270,2,10.94691
Trinity-Bellwoods,Robbery,2014,17337,23,132.6642
Trinity-Bellwoods,Robbery,2016,17223,18,104.5114
Trinity-Bellwoods,Robbery,2017,17480,19,108.6957
Trinity-Bellwoods,Robbery,2018,17752,14,78.86435999999999
Trinity-Bellwoods,Robbery,2019,18014,18,99.92228
Trinity-Bellwoods,Robbery,2020,18270,20,109.4691
Trinity-Bellwoods,Shootings,2014,17337,1,5.768011
Trinity-Bellwoods,Shootings,2015,17259,3,17.38223
Trinity-Bellwoods,Shootings,2016,17223,4,23.22476
Trinity-Bellwoods,Shootings,2017,17480,3,17.162470000000003
Trinity-Bellwoods,Shootings,2018,17752,0,0.0
Trinity-Bellwoods,Shootings,2019,18014,1,5.551238
Trinity-Bellwoods,Shootings,2020,18270,1,5.473454
Trinity-Bellwoods,Theft Over,2014,17337,11,63.44812
Trinity-Bellwoods,Theft Over,2015,17259,7,40.55855
Trinity-Bellwoods,Theft Over,2016,17223,2,11.61238
Trinity-Bellwoods,Theft Over,2017,17480,6,34.324940000000005
Trinity-Bellwoods,Theft Over,2018,17752,8,45.06535
Trinity-Bellwoods,Theft Over,2019,18014,2,11.10248
Trinity-Bellwoods,Theft Over,2020,18270,8,43.78763
University,Assault,2014,8014,136,1697.03
University,Assault,2015,7954,157,1973.85
University,Assault,2016,7922,154,1943.953
University,Assault,2017,8042,158,1964.685
University,Assault,2018,8173,139,1700.7220000000002
University,Assault,2019,8308,137,1649.013
University,Assault,2020,8433,86,1019.803
University,Auto Theft,2014,8014,9,112.3035
University,Auto Theft,2015,7954,11,138.2952
University,Auto Theft,2016,7922,13,164.1
University,Auto Theft,2017,8042,9,111.9125
University,Auto Theft,2018,8173,11,134.5895
University,Auto Theft,2019,8308,15,180.5489
University,Auto Theft,2020,8433,7,83.00723
University,Burglary,2014,8014,73,910.9059
University,Burglary,2015,7954,60,754.3375
University,Burglary,2016,7922,51,643.7768
University,Burglary,2017,8042,64,795.822
University,Burglary,2018,8173,73,893.1849
University,Burglary,2019,8308,92,1107.366
University,Burglary,2020,8433,60,711.4906
University,Homicide,2014,8014,0,0.0
University,Homicide,2015,7954,0,0.0
University,Homicide,2016,7922,0,0.0
University,Homicide,2017,8042,0,0.0
University,Homicide,2018,8173,0,12.23541
University,Homicide,2019,8308,1,12.03659
University,Homicide,2020,8433,0,0.0
University,Robbery,2014,8014,53,661.3427
University,Robbery,2016,7922,38,479.6768
University,Robbery,2017,8042,24,298.4332
University,Robbery,2018,8173,23,281.4144
University,Robbery,2019,8308,13,156.4757
University,Robbery,2020,8433,13,154.1563
University,Shootings,2014,8014,0,0.0
University,Shootings,2015,7954,0,0.0
University,Shootings,2016,7922,0,0.0
University,Shootings,2017,8042,1,12.43472
University,Shootings,2018,8173,0,0.0
University,Shootings,2019,8308,1,12.03659
University,Shootings,2020,8433,0,0.0
University,Theft Over,2014,8014,7,87.34715
University,Theft Over,2015,7954,10,125.7229
University,Theft Over,2016,7922,7,88.36153
University,Theft Over,2017,8042,4,49.73887
University,Theft Over,2018,8173,20,244.7082
University,Theft Over,2019,8308,8,96.29273
University,Theft Over,2020,8433,5,59.29088
Victoria Village,Assault,2014,17908,105,586.3301
Victoria Village,Assault,2015,17932,131,730.5376
Victoria Village,Assault,2016,18029,129,715.5139
Victoria Village,Assault,2017,18257,79,432.7108
Victoria Village,Assault,2018,18507,111,599.7731
Victoria Village,Assault,2019,18762,125,666.2403
Victoria Village,Assault,2020,19005,113,594.5804
Victoria Village,Auto Theft,2014,17908,20,111.6819
Victoria Village,Auto Theft,2015,17932,14,78.07271999999999
Victoria Village,Auto Theft,2016,18029,20,110.9324
Victoria Village,Auto Theft,2017,18257,11,60.25086
Victoria Village,Auto Theft,2018,18507,12,64.84033000000001
Victoria Village,Auto Theft,2019,18762,16,85.27875999999999
Victoria Village,Auto Theft,2020,19005,16,84.18836999999999
Victoria Village,Burglary,2014,17908,39,217.7798
Victoria Village,Burglary,2015,17932,46,256.5247
Victoria Village,Burglary,2016,18029,22,122.0256
Victoria Village,Burglary,2017,18257,32,175.2752
Victoria Village,Burglary,2018,18507,36,194.521
Victoria Village,Burglary,2019,18762,59,314.4654
Victoria Village,Burglary,2020,19005,34,178.9003
Victoria Village,Homicide,2014,17908,0,0.0
Victoria Village,Homicide,2015,17932,0,0.0
Victoria Village,Homicide,2016,18029,1,5.546619000000001
Victoria Village,Homicide,2017,18257,0,0.0
Victoria Village,Homicide,2018,18507,0,5.403361
Victoria Village,Homicide,2019,18762,1,5.329922
Victoria Village,Homicide,2020,19005,0,0.0
Victoria Village,Robbery,2014,17908,8,44.67277
Victoria Village,Robbery,2016,18029,12,66.55943
Victoria Village,Robbery,2017,18257,11,60.25086
Victoria Village,Robbery,2018,18507,13,70.24369
Victoria Village,Robbery,2019,18762,13,69.28899
Victoria Village,Robbery,2020,19005,11,57.87951
Victoria Village,Shootings,2014,17908,2,11.16819
Victoria Village,Shootings,2015,17932,0,0.0
Victoria Village,Shootings,2016,18029,3,16.639860000000002
Victoria Village,Shootings,2017,18257,1,5.4773510000000005
Victoria Village,Shootings,2018,18507,2,10.80672
Victoria Village,Shootings,2019,18762,6,31.97953
Victoria Village,Shootings,2020,19005,4,21.04709
Victoria Village,Theft Over,2014,17908,5,27.92048
Victoria Village,Theft Over,2015,17932,6,33.459740000000004
Victoria Village,Theft Over,2016,18029,4,22.18648
Victoria Village,Theft Over,2017,18257,5,27.38675
Victoria Village,Theft Over,2018,18507,3,16.210079999999998
Victoria Village,Theft Over,2019,18762,5,26.64961
Victoria Village,Theft Over,2020,19005,5,26.30887
Waterfront Communities-The Island,Assault,2014,60336,708,1173.429
Waterfront Communities-The Island,Assault,2015,64714,806,1245.48
Waterfront Communities-The Island,Assault,2016,69456,866,1246.833
Waterfront Communities-The Island,Assault,2017,73849,869,1176.725
Waterfront Communities-The Island,Assault,2018,235368,897,1143.316
Waterfront Communities-The Island,Assault,2019,83071,831,1000.349
Waterfront Communities-The Island,Assault,2020,87808,757,862.1082
Waterfront Communities-The Island,Auto Theft,2014,60336,55,91.15619
Waterfront Communities-The Island,Auto Theft,2015,64714,43,66.44621
Waterfront Communities-The Island,Auto Theft,2016,69456,38,54.7109
Waterfront Communities-The Island,Auto Theft,2017,73849,60,81.24687
Waterfront Communities-The Island,Auto Theft,2018,235368,61,77.75059
Waterfront Communities-The Island,Auto Theft,2019,83071,61,73.43115999999999
Waterfront Communities-The Island,Auto Theft,2020,87808,67,76.30284
Waterfront Communities-The Island,Burglary,2014,60336,160,265.1816
Waterfront Communities-The Island,Burglary,2015,64714,188,290.509
Waterfront Communities-The Island,Burglary,2016,69456,213,306.66900000000004
Waterfront Communities-The Island,Burglary,2017,73849,258,349.3615
Waterfront Communities-The Island,Burglary,2018,235368,335,426.9909
Waterfront Communities-The Island,Burglary,2019,83071,337,405.6771
Waterfront Communities-The Island,Burglary,2020,87808,351,399.7358
Waterfront Communities-The Island,Homicide,2014,60336,1,1.65738530893662
Waterfront Communities-The Island,Homicide,2015,64714,1,1.545261
Waterfront Communities-The Island,Homicide,2016,69456,0,0.0
Waterfront Communities-The Island,Homicide,2017,73849,2,2.708229
Waterfront Communities-The Island,Homicide,2018,235368,3,1.2746
Waterfront Communities-The Island,Homicide,2019,83071,1,1.203789
Waterfront Communities-The Island,Homicide,2020,87808,3,3.4165449999999997
Waterfront Communities-The Island,Robbery,2014,60336,72,119.3317
Waterfront Communities-The Island,Robbery,2016,69456,72,103.6628
Waterfront Communities-The Island,Robbery,2017,73849,72,97.49624
Waterfront Communities-The Island,Robbery,2018,235368,116,147.8536
Waterfront Communities-The Island,Robbery,2019,83071,93,111.9524
Waterfront Communities-The Island,Robbery,2020,87808,83,94.52441
Waterfront Communities-The Island,Shootings,2014,60336,8,13.25908
Waterfront Communities-The Island,Shootings,2015,64714,7,10.81682
Waterfront Communities-The Island,Shootings,2016,69456,8,11.51808
Waterfront Communities-The Island,Shootings,2017,73849,14,18.9576
Waterfront Communities-The Island,Shootings,2018,235368,17,21.6682
Waterfront Communities-The Island,Shootings,2019,83071,10,12.0379
Waterfront Communities-The Island,Shootings,2020,87808,9,10.24964
Waterfront Communities-The Island,Theft Over,2014,60336,46,76.23971999999999
Waterfront Communities-The Island,Theft Over,2015,64714,47,72.62725
Waterfront Communities-The Island,Theft Over,2016,69456,58,83.5061
Waterfront Communities-The Island,Theft Over,2017,73849,52,70.41396
Waterfront Communities-The Island,Theft Over,2018,235368,60,76.47599
Waterfront Communities-The Island,Theft Over,2019,83071,75,90.28422
Waterfront Communities-The Island,Theft Over,2020,87808,56,63.77551
West Hill,Assault,2014,27871,347,1245.022
West Hill,Assault,2015,28000,395,1410.714
West Hill,Assault,2016,28208,422,1496.03
West Hill,Assault,2017,28558,412,1442.678
West Hill,Assault,2018,28947,425,1468.201
West Hill,Assault,2019,29309,445,1518.305
West Hill,Assault,2020,29669,336,1132.495
West Hill,Auto Theft,2014,27871,24,86.11101
West Hill,Auto Theft,2015,28000,17,60.714290000000005
West Hill,Auto Theft,2016,28208,15,53.1764
West Hill,Auto Theft,2017,28558,32,112.0527
West Hill,Auto Theft,2018,28947,27,93.27392
West Hill,Auto Theft,2019,29309,44,150.1245
West Hill,Auto Theft,2020,29669,54,182.0082
West Hill,Burglary,2014,27871,89,319.3283
West Hill,Burglary,2015,28000,66,235.7143
West Hill,Burglary,2016,28208,72,255.2467
West Hill,Burglary,2017,28558,87,304.6432
West Hill,Burglary,2018,28947,103,355.8227
West Hill,Burglary,2019,29309,77,262.7179
West Hill,Burglary,2020,29669,57,192.1197
West Hill,Homicide,2014,27871,0,0.0
West Hill,Homicide,2015,28000,2,7.142857000000001
West Hill,Homicide,2016,28208,0,0.0
West Hill,Homicide,2017,28558,0,0.0
West Hill,Homicide,2018,28947,1,6.909178999999999
West Hill,Homicide,2019,29309,2,6.823842999999999
West Hill,Homicide,2020,29669,2,6.7410429999999995
West Hill,Robbery,2014,27871,63,226.0414
West Hill,Robbery,2016,28208,77,272.9722
West Hill,Robbery,2017,28558,66,231.1086
West Hill,Robbery,2018,28947,52,179.6387
West Hill,Robbery,2019,29309,73,249.0703
West Hill,Robbery,2020,29669,36,121.3388
West Hill,Shootings,2014,27871,0,0.0
West Hill,Shootings,2015,28000,1,3.571429
West Hill,Shootings,2016,28208,6,21.27056
West Hill,Shootings,2017,28558,3,10.50494
West Hill,Shootings,2018,28947,5,17.27295
West Hill,Shootings,2019,29309,8,27.29537
West Hill,Shootings,2020,29669,7,23.59365
West Hill,Theft Over,2014,27871,7,25.11571
West Hill,Theft Over,2015,28000,6,21.42857
West Hill,Theft Over,2016,28208,8,28.36075
West Hill,Theft Over,2017,28558,10,35.016459999999995
West Hill,Theft Over,2018,28947,5,17.27295
West Hill,Theft Over,2019,29309,4,13.64769
West Hill,Theft Over,2020,29669,9,30.33469
West Humber-Clairville,Assault,2014,34746,289,831.7504
West Humber-Clairville,Assault,2015,34557,307,888.3873
West Humber-Clairville,Assault,2016,34419,296,859.9901
West Humber-Clairville,Assault,2017,35085,303,863.6169
West Humber-Clairville,Assault,2018,35773,316,883.3478
West Humber-Clairville,Assault,2019,36466,256,702.0238
West Humber-Clairville,Assault,2020,37133,248,667.8696
West Humber-Clairville,Auto Theft,2014,34746,306,880.6769
West Humber-Clairville,Auto Theft,2015,34557,260,752.3801
West Humber-Clairville,Auto Theft,2016,34419,320,929.7191
West Humber-Clairville,Auto Theft,2017,35085,318,906.3702
West Humber-Clairville,Auto Theft,2018,35773,503,1406.088
West Humber-Clairville,Auto Theft,2019,36466,484,1327.264
West Humber-Clairville,Auto Theft,2020,37133,396,1066.437
West Humber-Clairville,Burglary,2014,34746,148,425.9483
West Humber-Clairville,Burglary,2015,34557,119,344.3586
West Humber-Clairville,Burglary,2016,34419,131,380.6037
West Humber-Clairville,Burglary,2017,35085,125,356.2776
West Humber-Clairville,Burglary,2018,35773,170,475.2188
West Humber-Clairville,Burglary,2019,36466,135,370.2079
West Humber-Clairville,Burglary,2020,37133,107,288.1534
West Humber-Clairville,Homicide,2014,34746,0,0.0
West Humber-Clairville,Homicide,2015,34557,3,8.681308999999999
West Humber-Clairville,Homicide,2016,34419,4,11.62149
West Humber-Clairville,Homicide,2017,35085,0,0.0
West Humber-Clairville,Homicide,2018,35773,2,5.590808999999999
West Humber-Clairville,Homicide,2019,36466,2,5.484561
West Humber-Clairville,Homicide,2020,37133,3,8.079067
West Humber-Clairville,Robbery,2014,34746,85,244.6325
West Humber-Clairville,Robbery,2016,34419,92,267.2942
West Humber-Clairville,Robbery,2017,35085,123,350.5772
West Humber-Clairville,Robbery,2018,35773,91,254.3818
West Humber-Clairville,Robbery,2019,36466,72,197.4442
West Humber-Clairville,Robbery,2020,37133,75,201.9767
West Humber-Clairville,Shootings,2014,34746,5,14.39015
West Humber-Clairville,Shootings,2015,34557,7,20.25639
West Humber-Clairville,Shootings,2016,34419,12,34.86446
West Humber-Clairville,Shootings,2017,35085,11,31.35243
West Humber-Clairville,Shootings,2018,35773,16,44.72647
West Humber-Clairville,Shootings,2019,36466,19,52.10333
West Humber-Clairville,Shootings,2020,37133,7,18.85116
West Humber-Clairville,Theft Over,2014,34746,41,117.9992
West Humber-Clairville,Theft Over,2015,34557,59,170.7324
West Humber-Clairville,Theft Over,2016,34419,41,119.1203
West Humber-Clairville,Theft Over,2017,35085,58,165.3128
West Humber-Clairville,Theft Over,2018,35773,51,142.5656
West Humber-Clairville,Theft Over,2019,36466,65,178.2482
West Humber-Clairville,Theft Over,2020,37133,56,150.8092
Westminster-Branson,Assault,2014,26735,89,332.8969
Westminster-Branson,Assault,2015,26849,92,342.6571
Westminster-Branson,Assault,2016,27069,113,417.4517
Westminster-Branson,Assault,2017,27340,101,369.4221
Westminster-Branson,Assault,2018,27651,110,397.8156
Westminster-Branson,Assault,2019,27949,109,389.9961
Westminster-Branson,Assault,2020,28248,91,322.1467
Westminster-Branson,Auto Theft,2014,26735,30,112.2125
Westminster-Branson,Auto Theft,2015,26849,20,74.49067
Westminster-Branson,Auto Theft,2016,27069,24,88.66230999999999
Westminster-Branson,Auto Theft,2017,27340,19,69.49525
Westminster-Branson,Auto Theft,2018,27651,35,126.5777
Westminster-Branson,Auto Theft,2019,27949,34,121.6501
Westminster-Branson,Auto Theft,2020,28248,48,169.9235
Westminster-Branson,Burglary,2014,26735,61,228.1653
Westminster-Branson,Burglary,2015,26849,68,253.2683
Westminster-Branson,Burglary,2016,27069,19,70.19099
Westminster-Branson,Burglary,2017,27340,42,153.6211
Westminster-Branson,Burglary,2018,27651,40,144.6602
Westminster-Branson,Burglary,2019,27949,38,135.9619
Westminster-Branson,Burglary,2020,28248,15,53.1011
Westminster-Branson,Homicide,2014,26735,0,0.0
Westminster-Branson,Homicide,2015,26849,0,0.0
Westminster-Branson,Homicide,2016,27069,0,0.0
Westminster-Branson,Homicide,2017,27340,0,0.0
Westminster-Branson,Homicide,2018,27651,0,0.0
Westminster-Branson,Homicide,2019,27949,0,0.0
Westminster-Branson,Homicide,2020,28248,0,0.0
Westminster-Branson,Robbery,2014,26735,14,52.36581
Westminster-Branson,Robbery,2016,27069,12,44.33115
Westminster-Branson,Robbery,2017,27340,16,58.52231
Westminster-Branson,Robbery,2018,27651,16,57.86409
Westminster-Branson,Robbery,2019,27949,8,28.62356
Westminster-Branson,Robbery,2020,28248,17,60.18125
Westminster-Branson,Shootings,2014,26735,0,0.0
Westminster-Branson,Shootings,2015,26849,0,0.0
Westminster-Branson,Shootings,2016,27069,3,11.08279
Westminster-Branson,Shootings,2017,27340,0,0.0
Westminster-Branson,Shootings,2018,27651,1,3.616506
Westminster-Branson,Shootings,2019,27949,1,3.5779449999999997
Westminster-Branson,Shootings,2020,28248,1,3.5400739999999997
Westminster-Branson,Theft Over,2014,26735,3,11.22125
Westminster-Branson,Theft Over,2015,26849,6,22.3472
Westminster-Branson,Theft Over,2016,27069,7,25.85984
Westminster-Branson,Theft Over,2017,27340,5,18.288220000000003
Westminster-Branson,Theft Over,2018,27651,4,14.46602
Westminster-Branson,Theft Over,2019,27949,1,3.5779449999999997
Westminster-Branson,Theft Over,2020,28248,6,21.24044
Weston,Assault,2014,18668,178,953.5033
Weston,Assault,2015,18583,152,817.9519
Weston,Assault,2016,18566,183,985.6727
Weston,Assault,2017,18912,182,962.3519
Weston,Assault,2018,19300,162,839.3782
Weston,Assault,2019,19659,193,981.7386
Weston,Assault,2020,20037,204,1018.116
Weston,Auto Theft,2014,18668,55,294.6218
Weston,Auto Theft,2015,18583,35,188.3442
Weston,Auto Theft,2016,18566,40,215.4476
Weston,Auto Theft,2017,18912,42,222.0812
Weston,Auto Theft,2018,19300,56,290.1554
Weston,Auto Theft,2019,19659,47,239.0762
Weston,Auto Theft,2020,20037,78,389.2798
Weston,Burglary,2014,18668,33,176.7731
Weston,Burglary,2015,18583,54,290.5882
Weston,Burglary,2016,18566,44,236.9924
Weston,Burglary,2017,18912,75,396.5736
Weston,Burglary,2018,19300,38,196.8912
Weston,Burglary,2019,19659,58,295.0303
Weston,Burglary,2020,20037,24,119.7784
Weston,Homicide,2014,18668,1,5.35676023141204
Weston,Homicide,2015,18583,0,0.0
Weston,Homicide,2016,18566,4,21.54476
Weston,Homicide,2017,18912,1,5.287648
Weston,Homicide,2018,19300,1,10.36269
Weston,Homicide,2019,19659,2,10.17346
Weston,Homicide,2020,20037,3,14.9723
Weston,Robbery,2014,18668,35,187.4866
Weston,Robbery,2016,18566,43,231.6062
Weston,Robbery,2017,18912,46,243.2318
Weston,Robbery,2018,19300,42,217.6166
Weston,Robbery,2019,19659,26,132.2549
Weston,Robbery,2020,20037,27,134.7507
Weston,Shootings,2014,18668,5,26.7838
Weston,Shootings,2015,18583,6,32.28757
Weston,Shootings,2016,18566,13,70.02046999999999
Weston,Shootings,2017,18912,8,42.301190000000005
Weston,Shootings,2018,19300,8,41.45078
Weston,Shootings,2019,19659,15,76.30093000000001
Weston,Shootings,2020,20037,5,24.95383
Weston,Theft Over,2014,18668,5,26.7838
Weston,Theft Over,2015,18583,3,16.14379
Weston,Theft Over,2016,18566,4,21.54476
Weston,Theft Over,2017,18912,3,15.86294
Weston,Theft Over,2018,19300,8,41.45078
Weston,Theft Over,2019,19659,4,20.34691
Weston,Theft Over,2020,20037,10,49.90767
Weston-Pelham Park,Assault,2014,11864,92,775.4551
Weston-Pelham Park,Assault,2015,11659,95,814.8212
Weston-Pelham Park,Assault,2016,11484,83,722.7447
Weston-Pelham Park,Assault,2017,11638,75,644.4406
Weston-Pelham Park,Assault,2018,11786,87,738.1639
Weston-Pelham Park,Assault,2019,11945,115,962.7459
Weston-Pelham Park,Assault,2020,12074,99,819.9437
Weston-Pelham Park,Auto Theft,2014,11864,22,185.4349
Weston-Pelham Park,Auto Theft,2015,11659,16,137.233
Weston-Pelham Park,Auto Theft,2016,11484,16,139.3243
Weston-Pelham Park,Auto Theft,2017,11638,6,51.55525
Weston-Pelham Park,Auto Theft,2018,11786,13,110.3004
Weston-Pelham Park,Auto Theft,2019,11945,12,100.4604
Weston-Pelham Park,Auto Theft,2020,12074,17,140.7984
Weston-Pelham Park,Burglary,2014,11864,26,219.1504
Weston-Pelham Park,Burglary,2015,11659,23,197.2725
Weston-Pelham Park,Burglary,2016,11484,15,130.6165
Weston-Pelham Park,Burglary,2017,11638,8,68.74033
Weston-Pelham Park,Burglary,2018,11786,23,195.1468
Weston-Pelham Park,Burglary,2019,11945,24,200.9209
Weston-Pelham Park,Burglary,2020,12074,29,240.1855
Weston-Pelham Park,Homicide,2014,11864,1,8.428860418071482
Weston-Pelham Park,Homicide,2015,11659,1,8.577065
Weston-Pelham Park,Homicide,2016,11484,1,8.707767
Weston-Pelham Park,Homicide,2017,11638,0,0.0
Weston-Pelham Park,Homicide,2018,11786,1,8.484643
Weston-Pelham Park,Homicide,2019,11945,1,8.371704
Weston-Pelham Park,Homicide,2020,12074,0,0.0
Weston-Pelham Park,Robbery,2014,11864,11,92.71747
Weston-Pelham Park,Robbery,2016,11484,15,130.6165
Weston-Pelham Park,Robbery,2017,11638,10,85.92541999999999
Weston-Pelham Park,Robbery,2018,11786,27,229.0854
Weston-Pelham Park,Robbery,2019,11945,5,41.85852
Weston-Pelham Park,Robbery,2020,12074,3,24.84678
Weston-Pelham Park,Shootings,2014,11864,1,8.428861
Weston-Pelham Park,Shootings,2015,11659,1,8.577065
Weston-Pelham Park,Shootings,2016,11484,4,34.831070000000004
Weston-Pelham Park,Shootings,2017,11638,2,17.18508
Weston-Pelham Park,Shootings,2018,11786,4,33.93857
Weston-Pelham Park,Shootings,2019,11945,3,25.11511
Weston-Pelham Park,Shootings,2020,12074,4,33.12904
Weston-Pelham Park,Theft Over,2014,11864,4,33.71544
Weston-Pelham Park,Theft Over,2015,11659,4,34.30826
Weston-Pelham Park,Theft Over,2016,11484,8,69.66214000000001
Weston-Pelham Park,Theft Over,2017,11638,1,8.592542
Weston-Pelham Park,Theft Over,2018,11786,2,16.96929
Weston-Pelham Park,Theft Over,2019,11945,3,25.11511
Weston-Pelham Park,Theft Over,2020,12074,3,24.84678
Wexford/Maryvale,Assault,2014,28398,190,669.0612
Wexford/Maryvale,Assault,2015,28563,217,759.7241
Wexford/Maryvale,Assault,2016,28766,202,702.2179
Wexford/Maryvale,Assault,2017,29036,202,695.6881
Wexford/Maryvale,Assault,2018,29331,210,715.9661
Wexford/Maryvale,Assault,2019,29612,245,827.3673
Wexford/Maryvale,Assault,2020,29864,174,582.6413
Wexford/Maryvale,Auto Theft,2014,28398,53,186.6329
Wexford/Maryvale,Auto Theft,2015,28563,51,178.5527
Wexford/Maryvale,Auto Theft,2016,28766,44,152.9584
Wexford/Maryvale,Auto Theft,2017,29036,70,241.08
Wexford/Maryvale,Auto Theft,2018,29331,87,296.6145
Wexford/Maryvale,Auto Theft,2019,29612,102,344.455
Wexford/Maryvale,Auto Theft,2020,29864,93,311.4117
Wexford/Maryvale,Burglary,2014,28398,125,440.1718
Wexford/Maryvale,Burglary,2015,28563,92,322.095
Wexford/Maryvale,Burglary,2016,28766,75,260.7245
Wexford/Maryvale,Burglary,2017,29036,87,299.6281
Wexford/Maryvale,Burglary,2018,29331,100,340.9362
Wexford/Maryvale,Burglary,2019,29612,88,297.1768
Wexford/Maryvale,Burglary,2020,29864,80,267.8811
Wexford/Maryvale,Homicide,2014,28398,2,7.04274948940066
Wexford/Maryvale,Homicide,2015,28563,0,0.0
Wexford/Maryvale,Homicide,2016,28766,2,6.9526520000000005
Wexford/Maryvale,Homicide,2017,29036,0,0.0
Wexford/Maryvale,Homicide,2018,29331,1,3.409362
Wexford/Maryvale,Homicide,2019,29612,1,3.3770089999999997
Wexford/Maryvale,Homicide,2020,29864,1,3.3485129999999996
Wexford/Maryvale,Robbery,2014,28398,49,172.5474
Wexford/Maryvale,Robbery,2016,28766,25,86.90816
Wexford/Maryvale,Robbery,2017,29036,34,117.096
Wexford/Maryvale,Robbery,2018,29331,35,119.3277
Wexford/Maryvale,Robbery,2019,29612,31,104.6873
Wexford/Maryvale,Robbery,2020,29864,29,97.10689
Wexford/Maryvale,Shootings,2014,28398,3,10.56412
Wexford/Maryvale,Shootings,2015,28563,2,7.002066
Wexford/Maryvale,Shootings,2016,28766,4,13.9053
Wexford/Maryvale,Shootings,2017,29036,3,10.332
Wexford/Maryvale,Shootings,2018,29331,4,13.63745
Wexford/Maryvale,Shootings,2019,29612,3,10.13103
Wexford/Maryvale,Shootings,2020,29864,2,6.697027
Wexford/Maryvale,Theft Over,2014,28398,17,59.86337
Wexford/Maryvale,Theft Over,2015,28563,16,56.01653
Wexford/Maryvale,Theft Over,2016,28766,13,45.192240000000005
Wexford/Maryvale,Theft Over,2017,29036,11,37.88401
Wexford/Maryvale,Theft Over,2018,29331,13,44.32171
Wexford/Maryvale,Theft Over,2019,29612,15,50.65514
Wexford/Maryvale,Theft Over,2020,29864,13,43.53067
Willowdale East,Assault,2014,50192,141,280.9213
Willowdale East,Assault,2015,51179,131,255.9644
Willowdale East,Assault,2016,52362,159,303.6553
Willowdale East,Assault,2017,53660,167,311.2188
Willowdale East,Assault,2018,55057,200,363.2599
Willowdale East,Assault,2019,56457,175,309.9704
Willowdale East,Assault,2020,57856,138,238.5232
Willowdale East,Auto Theft,2014,50192,33,65.74753
Willowdale East,Auto Theft,2015,51179,24,46.89423
Willowdale East,Auto Theft,2016,52362,44,84.0304
Willowdale East,Auto Theft,2017,53660,25,46.58964
Willowdale East,Auto Theft,2018,55057,41,74.46828000000001
Willowdale East,Auto Theft,2019,56457,67,118.6744
Willowdale East,Auto Theft,2020,57856,73,126.1753
Willowdale East,Burglary,2014,50192,88,175.3268
Willowdale East,Burglary,2015,51179,75,146.5445
Willowdale East,Burglary,2016,52362,75,143.2336
Willowdale East,Burglary,2017,53660,95,177.0406
Willowdale East,Burglary,2018,55057,76,138.0388
Willowdale East,Burglary,2019,56457,89,157.6421
Willowdale East,Burglary,2020,57856,76,131.3606
Willowdale East,Homicide,2014,50192,0,0.0
Willowdale East,Homicide,2015,51179,0,0.0
Willowdale East,Homicide,2016,52362,0,0.0
Willowdale East,Homicide,2017,53660,0,0.0
Willowdale East,Homicide,2018,55057,0,0.0
Willowdale East,Homicide,2019,56457,0,0.0
Willowdale East,Homicide,2020,57856,1,1.728429
Willowdale East,Robbery,2014,50192,24,47.81638
Willowdale East,Robbery,2016,52362,41,78.30105999999999
Willowdale East,Robbery,2017,53660,53,98.77003
Willowdale East,Robbery,2018,55057,67,121.6921
Willowdale East,Robbery,2019,56457,44,77.93542
Willowdale East,Robbery,2020,57856,39,67.40874000000001
Willowdale East,Shootings,2014,50192,2,3.984699
Willowdale East,Shootings,2015,51179,0,0.0
Willowdale East,Shootings,2016,52362,0,0.0
Willowdale East,Shootings,2017,53660,1,1.863586
Willowdale East,Shootings,2018,55057,2,3.632599
